trip,price,tripTime,tripTimeUnc,walkTimeStart,walkTimeEnd,taxiWaitTime,busWaitTime,tripTimeRange,numLegs,respID,qID,altID,obsID
Bus|Bus|Taxi,30,60,0.2,5,10,5,5,48 - 72 minutes,3,17,1,2,97
Uber/Lyft|Bus,15,40,0.2,0,5,5,10,32 - 48 minutes,2,17,1,3,97
Taxi|Bus|Bus,15,50,0.1,10,10,5,5,45 - 55 minutes,3,17,2,1,98
Uber/Lyft|Bus,20,30,0.05,10,10,5,10,28 - 32 minutes,2,17,2,2,98
Bus|Bus|Uber/Lyft,30,40,0.2,10,5,5,10,32 - 48 minutes,3,17,2,3,98
Car,25,40,0.1,0,5,5,10,36 - 44 minutes,1,17,3,1,99
Taxi|Bus,30,60,0.2,0,10,10,10,48 - 72 minutes,2,17,3,2,99
Bus|Bus|Taxi,20,50,0.1,0,10,5,5,45 - 55 minutes,3,17,3,3,99
Uber/Lyft,20,50,0.2,5,0,10,5,40 - 60 minutes,1,17,4,1,100
Bus,25,70,0.1,0,5,10,5,63 - 77 minutes,1,17,4,2,100
Taxi|Bus|Bus,30,30,0.2,5,10,10,10,24 - 36 minutes,3,17,4,3,100
Bus|Bus|Taxi,25,60,0.1,0,10,10,5,54 - 66 minutes,3,17,5,1,101
Car|Bus,20,40,0.2,5,5,10,5,32 - 48 minutes,2,17,5,2,101
Uber/Lyft|Bus|Uber/Lyft,30,60,0.2,5,5,5,5,48 - 72 minutes,3,17,5,3,101
Uber/Lyft|Bus|Taxi,30,50,0.1,0,0,5,10,45 - 55 minutes,3,17,6,1,102
Taxi|Bus,20,60,0.05,10,5,10,5,57 - 63 minutes,2,17,6,2,102
Taxi,25,60,0.05,10,5,10,5,57 - 63 minutes,1,17,6,3,102
Taxi|Bus,25,60,0.1,5,10,10,5,54 - 66 minutes,2,18,1,1,103
Bus|Bus,10,60,0.1,0,10,5,10,54 - 66 minutes,2,18,1,2,103
Car|Bus|Uber/Lyft,15,40,0.1,0,5,5,10,36 - 44 minutes,3,18,1,3,103
Taxi,15,40,0.05,10,10,5,5,38 - 42 minutes,1,18,2,1,104
Uber/Lyft|Bus|Uber/Lyft,20,30,0.2,10,10,10,5,24 - 36 minutes,3,18,2,2,104
Car|Bus,30,30,0.1,10,5,10,5,27 - 33 minutes,2,18,2,3,104
Bus|Bus|Uber/Lyft,30,40,0.2,0,5,5,5,32 - 48 minutes,3,18,3,1,105
Bus|Bus|Bus,20,70,0.1,5,0,10,5,63 - 77 minutes,3,18,3,2,105
Car|Bus|Uber/Lyft,20,50,0.05,5,0,10,10,48 - 52 minutes,3,18,3,3,105
Taxi|Bus|Taxi,30,40,0.1,10,0,10,10,36 - 44 minutes,3,18,4,1,106
Uber/Lyft|Bus,10,60,0.2,0,5,5,10,48 - 72 minutes,2,18,4,2,106
Car|Bus|Uber/Lyft,30,60,0.1,10,10,10,10,54 - 66 minutes,3,18,4,3,106
Taxi|Bus|Bus,10,70,0.05,0,0,5,5,66 - 74 minutes,3,18,5,1,107
Uber/Lyft|Bus|Uber/Lyft,20,60,0.2,10,0,5,10,48 - 72 minutes,3,18,5,2,107
Bus|Bus|Taxi,25,50,0.05,0,5,5,5,48 - 52 minutes,3,18,5,3,107
Uber/Lyft|Bus|Uber/Lyft,25,50,0.05,10,0,10,5,48 - 52 minutes,3,18,6,1,108
Car|Bus|Taxi,25,30,0.2,0,10,10,10,24 - 36 minutes,3,18,6,2,108
Car|Bus|Bus,20,60,0.05,0,10,5,5,57 - 63 minutes,3,18,6,3,108
Bus|Bus|Taxi,30,60,0.2,10,5,10,5,48 - 72 minutes,3,19,1,1,109
Uber/Lyft|Bus|Bus,30,70,0.2,5,5,10,5,56 - 84 minutes,3,19,1,2,109
Car|Bus|Bus,15,30,0.1,0,10,10,10,27 - 33 minutes,3,19,1,3,109
Car|Bus|Taxi,25,30,0.1,0,10,10,5,27 - 33 minutes,3,19,2,1,110
Bus,25,50,0.1,0,5,10,10,45 - 55 minutes,1,19,2,2,110
Uber/Lyft|Bus,25,70,0.1,0,5,10,10,63 - 77 minutes,2,19,2,3,110
Taxi,15,70,0.2,5,10,10,10,56 - 84 minutes,1,19,3,1,111
Taxi|Bus|Bus,15,40,0.1,5,10,5,10,36 - 44 minutes,3,19,3,2,111
Car|Bus,10,50,0.05,10,0,5,10,48 - 52 minutes,2,19,3,3,111
Bus|Bus|Taxi,30,70,0.2,5,10,5,10,56 - 84 minutes,3,19,4,1,112
Taxi,15,70,0.2,10,10,10,10,56 - 84 minutes,1,19,4,2,112
Bus|Bus|Uber/Lyft,30,40,0.2,5,10,5,5,32 - 48 minutes,3,19,4,3,112
Taxi|Bus|Taxi,15,30,0.05,5,0,10,10,28 - 32 minutes,3,19,5,1,113
Taxi|Bus,30,50,0.05,5,5,5,5,48 - 52 minutes,2,19,5,2,113
Bus|Bus,20,30,0.1,10,0,5,5,27 - 33 minutes,2,19,5,3,113
Car|Bus|Bus,15,70,0.1,0,0,10,5,63 - 77 minutes,3,19,6,1,114
Uber/Lyft|Bus|Taxi,30,70,0.1,10,0,10,5,63 - 77 minutes,3,19,6,2,114
Bus|Bus,15,60,0.1,10,0,10,10,54 - 66 minutes,2,19,6,3,114
Uber/Lyft|Bus,15,60,0.05,5,0,10,5,57 - 63 minutes,2,20,1,1,115
Car|Bus|Uber/Lyft,30,60,0.1,10,5,10,10,54 - 66 minutes,3,20,1,2,115
Bus,30,70,0.05,10,10,10,5,66 - 74 minutes,1,20,1,3,115
Uber/Lyft|Bus|Taxi,30,30,0.05,0,10,5,10,28 - 32 minutes,3,20,2,1,116
Uber/Lyft|Bus,25,30,0.1,5,5,5,10,27 - 33 minutes,2,20,2,2,116
Bus,20,30,0.1,10,10,5,5,27 - 33 minutes,1,20,2,3,116
Taxi|Bus|Bus,15,30,0.2,10,10,5,5,24 - 36 minutes,3,20,3,1,117
Uber/Lyft,10,30,0.1,0,10,10,5,27 - 33 minutes,1,20,3,2,117
Car|Bus|Uber/Lyft,10,50,0.2,0,10,10,10,40 - 60 minutes,3,20,3,3,117
Taxi|Bus|Bus,30,60,0.2,5,5,10,10,48 - 72 minutes,3,20,4,1,118
Taxi,15,40,0.2,10,5,10,10,32 - 48 minutes,1,20,4,2,118
Car|Bus|Taxi,15,70,0.2,5,10,5,10,56 - 84 minutes,3,20,4,3,118
Taxi|Bus|Taxi,15,60,0.1,10,5,5,5,54 - 66 minutes,3,20,5,1,119
Car|Bus,10,50,0.2,10,0,5,5,40 - 60 minutes,2,20,5,2,119
Uber/Lyft|Bus,10,30,0.1,5,10,10,10,27 - 33 minutes,2,20,5,3,119
Bus|Bus|Taxi,30,50,0.1,10,0,10,5,45 - 55 minutes,3,20,6,1,120
Taxi,10,50,0.05,10,10,5,5,48 - 52 minutes,1,20,6,2,120
Bus|Bus|Uber/Lyft,10,50,0.2,5,5,10,10,40 - 60 minutes,3,20,6,3,120
Car,15,70,0.2,5,10,10,10,56 - 84 minutes,1,21,1,1,121
Bus,30,70,0.05,10,0,5,10,66 - 74 minutes,1,21,1,2,121
Taxi|Bus|Bus,30,40,0.2,0,0,5,5,32 - 48 minutes,3,21,1,3,121
Taxi,15,60,0.1,5,10,5,5,54 - 66 minutes,1,21,2,1,122
Uber/Lyft,25,70,0.1,5,10,5,10,63 - 77 minutes,1,21,2,2,122
Taxi|Bus|Taxi,30,30,0.1,5,5,5,5,27 - 33 minutes,3,21,2,3,122
Uber/Lyft|Bus|Taxi,25,60,0.2,5,5,5,10,48 - 72 minutes,3,21,3,1,123
Taxi|Bus|Uber/Lyft,10,40,0.2,0,10,5,10,32 - 48 minutes,3,21,3,2,123
Uber/Lyft|Bus|Bus,25,40,0.05,0,10,10,5,38 - 42 minutes,3,21,3,3,123
Taxi|Bus|Bus,25,50,0.05,10,10,10,10,48 - 52 minutes,3,21,4,1,124
Uber/Lyft|Bus|Taxi,10,40,0.05,10,10,5,10,38 - 42 minutes,3,21,4,2,124
Uber/Lyft|Bus,15,50,0.05,5,10,5,5,48 - 52 minutes,2,21,4,3,124
Uber/Lyft|Bus|Taxi,15,30,0.05,10,0,10,5,28 - 32 minutes,3,21,5,1,125
Taxi|Bus|Uber/Lyft,30,60,0.1,0,0,5,5,54 - 66 minutes,3,21,5,2,125
Uber/Lyft|Bus|Bus,20,40,0.2,0,5,10,10,32 - 48 minutes,3,21,5,3,125
Uber/Lyft|Bus,10,50,0.1,5,0,10,5,45 - 55 minutes,2,21,6,1,126
Car|Bus|Taxi,15,50,0.2,5,10,5,5,40 - 60 minutes,3,21,6,2,126
Uber/Lyft|Bus,10,30,0.2,10,10,5,5,24 - 36 minutes,2,21,6,3,126
Uber/Lyft|Bus|Taxi,25,60,0.05,0,10,10,5,57 - 63 minutes,3,22,1,1,127
Bus|Bus|Taxi,15,40,0.2,5,0,10,5,32 - 48 minutes,3,22,1,2,127
Uber/Lyft|Bus|Taxi,25,70,0.1,0,5,10,5,63 - 77 minutes,3,22,1,3,127
Bus|Bus,30,60,0.05,10,5,5,5,57 - 63 minutes,2,22,2,1,128
Bus|Bus|Uber/Lyft,25,50,0.2,5,10,5,10,40 - 60 minutes,3,22,2,2,128
Taxi,30,50,0.05,5,0,5,5,48 - 52 minutes,1,22,2,3,128
Bus,30,30,0.1,10,0,10,5,27 - 33 minutes,1,22,3,1,129
Bus|Bus,30,60,0.1,10,5,5,5,54 - 66 minutes,2,22,3,2,129
Bus|Bus,25,50,0.05,5,5,5,5,48 - 52 minutes,2,22,3,3,129
Uber/Lyft|Bus,15,40,0.05,10,10,10,5,38 - 42 minutes,2,22,4,1,130
Uber/Lyft,10,60,0.05,5,0,5,5,57 - 63 minutes,1,22,4,2,130
Bus|Bus|Uber/Lyft,30,60,0.05,10,10,5,5,57 - 63 minutes,3,22,4,3,130
Uber/Lyft|Bus|Taxi,15,70,0.05,0,0,5,5,66 - 74 minutes,3,22,5,1,131
Bus,20,70,0.2,0,0,5,5,56 - 84 minutes,1,22,5,2,131
Car|Bus,30,30,0.1,0,10,10,5,27 - 33 minutes,2,22,5,3,131
Car|Bus|Bus,15,60,0.1,10,10,5,5,54 - 66 minutes,3,22,6,1,132
Bus|Bus|Uber/Lyft,15,30,0.1,5,5,10,5,27 - 33 minutes,3,22,6,2,132
Uber/Lyft|Bus|Bus,25,50,0.05,10,0,5,5,48 - 52 minutes,3,22,6,3,132
Uber/Lyft,25,40,0.1,5,10,5,5,36 - 44 minutes,1,23,1,1,133
Uber/Lyft|Bus|Bus,10,70,0.2,0,0,10,10,56 - 84 minutes,3,23,1,2,133
Bus,15,70,0.1,0,10,5,5,63 - 77 minutes,1,23,1,3,133
Uber/Lyft|Bus,30,50,0.05,5,5,5,5,48 - 52 minutes,2,23,2,1,134
Car|Bus,10,60,0.05,5,0,5,5,57 - 63 minutes,2,23,2,2,134
Car|Bus|Bus,10,40,0.1,0,10,5,10,36 - 44 minutes,3,23,2,3,134
Car,25,40,0.05,5,0,5,5,38 - 42 minutes,1,23,3,1,135
Uber/Lyft|Bus|Taxi,25,70,0.05,5,10,5,10,66 - 74 minutes,3,23,3,2,135
Car|Bus,30,40,0.2,5,0,5,5,32 - 48 minutes,2,23,3,3,135
Uber/Lyft|Bus|Bus,10,30,0.05,10,0,10,5,28 - 32 minutes,3,23,4,1,136
Taxi|Bus,10,70,0.2,10,5,10,10,56 - 84 minutes,2,23,4,2,136
Taxi|Bus|Uber/Lyft,10,30,0.2,10,0,5,5,24 - 36 minutes,3,23,4,3,136
Car|Bus|Taxi,25,60,0.2,0,0,5,10,48 - 72 minutes,3,23,5,1,137
Bus|Bus|Taxi,10,70,0.1,10,5,10,10,63 - 77 minutes,3,23,5,2,137
Bus|Bus,20,30,0.2,0,10,5,5,24 - 36 minutes,2,23,5,3,137
Bus|Bus|Bus,25,30,0.05,0,0,10,10,28 - 32 minutes,3,23,6,1,138
Taxi,20,50,0.05,0,10,5,10,48 - 52 minutes,1,23,6,2,138
Bus|Bus,10,70,0.1,0,0,5,5,63 - 77 minutes,2,23,6,3,138
Car|Bus|Bus,15,50,0.2,0,0,5,10,40 - 60 minutes,3,24,1,1,139
Car|Bus|Taxi,15,40,0.05,0,10,10,10,38 - 42 minutes,3,24,1,2,139
Car,20,60,0.05,10,0,5,10,57 - 63 minutes,1,24,1,3,139
Bus|Bus|Uber/Lyft,25,30,0.05,10,0,5,10,28 - 32 minutes,3,24,2,1,140
Uber/Lyft|Bus|Uber/Lyft,15,30,0.05,10,5,10,10,28 - 32 minutes,3,24,2,2,140
Uber/Lyft|Bus,15,50,0.1,0,10,10,10,45 - 55 minutes,2,24,2,3,140
Bus|Bus|Uber/Lyft,30,40,0.1,0,10,5,10,36 - 44 minutes,3,24,3,1,141
Uber/Lyft|Bus,30,60,0.05,10,10,5,10,57 - 63 minutes,2,24,3,2,141
Bus,10,50,0.05,5,0,5,10,48 - 52 minutes,1,24,3,3,141
Uber/Lyft,30,70,0.05,5,10,10,10,66 - 74 minutes,1,24,4,1,142
Bus,30,40,0.1,0,0,5,5,36 - 44 minutes,1,24,4,2,142
Bus,15,70,0.1,10,10,5,10,63 - 77 minutes,1,24,4,3,142
Bus|Bus,30,70,0.1,5,5,10,10,63 - 77 minutes,2,24,5,1,143
Car,15,60,0.1,10,0,5,10,54 - 66 minutes,1,24,5,2,143
Taxi|Bus|Taxi,30,50,0.2,0,0,5,10,40 - 60 minutes,3,24,5,3,143
Bus|Bus|Taxi,25,40,0.1,5,0,5,5,36 - 44 minutes,3,24,6,1,144
Taxi|Bus,20,70,0.1,10,5,5,5,63 - 77 minutes,2,24,6,2,144
Taxi|Bus|Taxi,10,50,0.1,5,0,10,10,45 - 55 minutes,3,24,6,3,144
Car,30,50,0.1,0,0,10,5,45 - 55 minutes,1,25,1,1,145
Taxi,30,30,0.05,5,0,5,5,28 - 32 minutes,1,25,1,2,145
Taxi|Bus|Taxi,25,40,0.1,0,0,10,10,36 - 44 minutes,3,25,1,3,145
Uber/Lyft|Bus|Uber/Lyft,20,40,0.05,0,10,10,10,38 - 42 minutes,3,25,2,1,146
Taxi|Bus|Uber/Lyft,30,60,0.2,0,0,5,10,48 - 72 minutes,3,25,2,2,146
Uber/Lyft,15,50,0.05,5,10,10,5,48 - 52 minutes,1,25,2,3,146
Car|Bus|Bus,20,50,0.2,0,10,10,5,40 - 60 minutes,3,25,3,1,147
Bus|Bus|Taxi,25,40,0.2,5,5,5,10,32 - 48 minutes,3,25,3,2,147
Uber/Lyft,25,70,0.2,5,0,10,10,56 - 84 minutes,1,25,3,3,147
Uber/Lyft|Bus|Taxi,20,60,0.1,5,10,10,5,54 - 66 minutes,3,25,4,1,148
Bus,25,40,0.1,5,5,5,10,36 - 44 minutes,1,25,4,2,148
Taxi|Bus|Bus,15,30,0.05,0,5,10,5,28 - 32 minutes,3,25,4,3,148
Uber/Lyft|Bus|Taxi,15,60,0.05,10,10,5,10,57 - 63 minutes,3,25,5,1,149
Uber/Lyft,10,70,0.05,10,5,5,10,66 - 74 minutes,1,25,5,2,149
Bus|Bus|Uber/Lyft,30,60,0.1,10,5,5,10,54 - 66 minutes,3,25,5,3,149
Car|Bus|Taxi,20,40,0.1,10,5,10,10,36 - 44 minutes,3,25,6,1,150
Car|Bus|Taxi,20,70,0.05,0,5,10,10,66 - 74 minutes,3,25,6,2,150
Car|Bus|Taxi,25,50,0.2,10,0,5,10,40 - 60 minutes,3,25,6,3,150
Taxi,20,30,0.1,10,0,5,5,27 - 33 minutes,1,26,1,1,151
Taxi|Bus|Uber/Lyft,20,50,0.2,0,0,10,10,40 - 60 minutes,3,26,1,2,151
Bus|Bus|Taxi,30,50,0.2,5,5,5,10,40 - 60 minutes,3,26,1,3,151
Taxi|Bus,25,30,0.2,5,0,5,5,24 - 36 minutes,2,26,2,1,152
Uber/Lyft|Bus|Bus,25,50,0.05,0,5,10,5,48 - 52 minutes,3,26,2,2,152
Taxi|Bus|Taxi,10,60,0.05,10,0,10,10,57 - 63 minutes,3,26,2,3,152
Car|Bus|Taxi,10,70,0.05,5,0,10,5,66 - 74 minutes,3,26,3,1,153
Taxi|Bus|Taxi,10,70,0.05,0,10,10,5,66 - 74 minutes,3,26,3,2,153
Bus|Bus|Bus,10,30,0.1,0,5,5,10,27 - 33 minutes,3,26,3,3,153
Uber/Lyft|Bus|Taxi,10,70,0.05,0,10,5,10,66 - 74 minutes,3,26,4,1,154
Uber/Lyft|Bus|Taxi,25,70,0.05,5,10,10,10,66 - 74 minutes,3,26,4,2,154
Uber/Lyft,20,60,0.1,0,0,10,10,54 - 66 minutes,1,26,4,3,154
Car|Bus|Bus,20,50,0.05,5,0,5,5,48 - 52 minutes,3,26,5,1,155
Car|Bus|Taxi,20,30,0.05,5,10,10,5,28 - 32 minutes,3,26,5,2,155
Bus|Bus|Taxi,15,50,0.05,10,0,10,10,48 - 52 minutes,3,26,5,3,155
Bus,10,60,0.1,10,10,10,10,54 - 66 minutes,1,26,6,1,156
Uber/Lyft|Bus|Uber/Lyft,10,50,0.2,5,5,10,5,40 - 60 minutes,3,26,6,2,156
Uber/Lyft|Bus|Taxi,15,40,0.2,5,10,5,10,32 - 48 minutes,3,26,6,3,156
Taxi|Bus|Bus,30,60,0.05,5,0,5,10,57 - 63 minutes,3,27,1,1,157
Bus|Bus|Taxi,15,40,0.05,5,5,5,10,38 - 42 minutes,3,27,1,2,157
Uber/Lyft|Bus|Taxi,10,40,0.05,10,10,10,5,38 - 42 minutes,3,27,1,3,157
Uber/Lyft|Bus,20,30,0.05,5,10,5,10,28 - 32 minutes,2,27,2,1,158
Uber/Lyft|Bus|Taxi,10,40,0.1,0,0,5,5,36 - 44 minutes,3,27,2,2,158
Car|Bus|Uber/Lyft,20,60,0.05,5,0,10,5,57 - 63 minutes,3,27,2,3,158
Car|Bus|Uber/Lyft,10,30,0.05,5,10,5,10,28 - 32 minutes,3,27,3,1,159
Bus|Bus|Taxi,15,30,0.1,5,5,10,5,27 - 33 minutes,3,27,3,2,159
Taxi|Bus|Bus,20,40,0.05,10,5,5,10,38 - 42 minutes,3,27,3,3,159
Taxi,30,50,0.2,0,5,10,10,40 - 60 minutes,1,27,4,1,160
Taxi,25,70,0.2,10,10,5,5,56 - 84 minutes,1,27,4,2,160
Uber/Lyft|Bus|Uber/Lyft,10,60,0.2,5,10,10,10,48 - 72 minutes,3,27,4,3,160
Bus|Bus|Uber/Lyft,15,50,0.05,0,0,5,5,48 - 52 minutes,3,27,5,1,161
Uber/Lyft|Bus|Taxi,25,70,0.05,10,10,5,10,66 - 74 minutes,3,27,5,2,161
Uber/Lyft,25,60,0.2,10,0,10,10,48 - 72 minutes,1,27,5,3,161
Bus|Bus|Bus,15,60,0.1,10,10,5,5,54 - 66 minutes,3,27,6,1,162
Uber/Lyft|Bus|Taxi,20,50,0.2,5,10,5,5,40 - 60 minutes,3,27,6,2,162
Car|Bus|Bus,30,50,0.05,0,5,10,10,48 - 52 minutes,3,27,6,3,162
Uber/Lyft|Bus|Taxi,15,40,0.2,0,10,5,10,32 - 48 minutes,3,28,1,1,163
Taxi|Bus|Bus,15,30,0.1,10,0,5,5,27 - 33 minutes,3,28,1,2,163
Car,15,70,0.2,5,0,5,10,56 - 84 minutes,1,28,1,3,163
Taxi|Bus,25,30,0.1,10,5,10,5,27 - 33 minutes,2,28,2,1,164
Taxi|Bus|Uber/Lyft,30,70,0.2,5,10,10,5,56 - 84 minutes,3,28,2,2,164
Taxi|Bus|Bus,25,70,0.1,10,10,5,5,63 - 77 minutes,3,28,2,3,164
Car|Bus|Bus,10,50,0.2,0,5,5,5,40 - 60 minutes,3,28,3,1,165
Uber/Lyft|Bus|Bus,20,70,0.1,5,5,5,5,63 - 77 minutes,3,28,3,2,165
Taxi|Bus|Uber/Lyft,10,40,0.1,10,0,5,10,36 - 44 minutes,3,28,3,3,165
Uber/Lyft|Bus|Bus,30,50,0.2,0,5,10,10,40 - 60 minutes,3,28,4,1,166
Bus|Bus|Uber/Lyft,25,60,0.1,0,0,10,10,54 - 66 minutes,3,28,4,2,166
Bus|Bus|Taxi,20,40,0.2,5,0,5,5,32 - 48 minutes,3,28,4,3,166
Car|Bus|Bus,25,60,0.2,5,10,10,10,48 - 72 minutes,3,28,5,1,167
Uber/Lyft|Bus|Taxi,30,30,0.2,10,0,5,5,24 - 36 minutes,3,28,5,2,167
Bus|Bus|Bus,20,60,0.2,0,5,5,5,48 - 72 minutes,3,28,5,3,167
Uber/Lyft|Bus,30,60,0.1,0,10,10,10,54 - 66 minutes,2,28,6,1,168
Car|Bus,25,60,0.1,5,5,10,10,54 - 66 minutes,2,28,6,2,168
Taxi|Bus|Uber/Lyft,20,50,0.05,10,10,10,5,48 - 52 minutes,3,28,6,3,168
Bus|Bus,10,70,0.2,10,0,10,10,56 - 84 minutes,2,29,1,1,169
Taxi|Bus|Uber/Lyft,30,60,0.2,10,10,5,5,48 - 72 minutes,3,29,1,2,169
Uber/Lyft|Bus|Uber/Lyft,20,60,0.05,10,5,5,5,57 - 63 minutes,3,29,1,3,169
Uber/Lyft|Bus|Bus,10,50,0.05,10,10,5,5,48 - 52 minutes,3,29,2,1,170
Bus|Bus|Bus,10,30,0.1,10,5,10,10,27 - 33 minutes,3,29,2,2,170
Taxi,15,30,0.2,5,5,5,10,24 - 36 minutes,1,29,2,3,170
Uber/Lyft,15,60,0.05,5,10,5,10,57 - 63 minutes,1,29,3,1,171
Car|Bus|Taxi,20,30,0.1,0,5,5,5,27 - 33 minutes,3,29,3,2,171
Car|Bus|Bus,15,30,0.1,0,5,5,10,27 - 33 minutes,3,29,3,3,171
Bus|Bus,15,30,0.2,0,5,10,10,24 - 36 minutes,2,29,4,1,172
Uber/Lyft|Bus|Bus,10,70,0.05,0,5,5,5,66 - 74 minutes,3,29,4,2,172
Taxi,25,30,0.2,10,10,10,10,24 - 36 minutes,1,29,4,3,172
Uber/Lyft,15,40,0.2,10,0,10,5,32 - 48 minutes,1,29,5,1,173
Bus|Bus,25,70,0.2,10,5,10,10,56 - 84 minutes,2,29,5,2,173
Car|Bus,15,40,0.1,10,5,10,5,36 - 44 minutes,2,29,5,3,173
Car|Bus|Bus,30,70,0.05,10,5,5,5,66 - 74 minutes,3,29,6,1,174
Car|Bus|Bus,25,70,0.1,10,0,5,5,63 - 77 minutes,3,29,6,2,174
Bus|Bus|Uber/Lyft,30,60,0.05,10,0,10,10,57 - 63 minutes,3,29,6,3,174
Uber/Lyft|Bus|Uber/Lyft,25,30,0.2,0,5,5,10,24 - 36 minutes,3,30,1,1,175
Bus|Bus|Uber/Lyft,30,30,0.05,5,0,10,10,28 - 32 minutes,3,30,1,2,175
Bus|Bus|Uber/Lyft,20,60,0.2,5,5,10,10,48 - 72 minutes,3,30,1,3,175
Car|Bus,10,30,0.1,10,0,10,10,27 - 33 minutes,2,30,2,1,176
Uber/Lyft|Bus|Bus,10,40,0.05,0,5,10,5,38 - 42 minutes,3,30,2,2,176
Taxi,25,60,0.1,0,0,5,5,54 - 66 minutes,1,30,2,3,176
Taxi,15,40,0.1,10,10,5,10,36 - 44 minutes,1,30,3,1,177
Taxi,20,50,0.05,5,10,5,10,48 - 52 minutes,1,30,3,2,177
Taxi|Bus,20,60,0.05,10,5,5,10,57 - 63 minutes,2,30,3,3,177
Taxi|Bus|Bus,10,70,0.2,5,5,10,5,56 - 84 minutes,3,30,4,1,178
Uber/Lyft|Bus|Uber/Lyft,30,70,0.05,10,0,10,5,66 - 74 minutes,3,30,4,2,178
Taxi|Bus|Taxi,25,40,0.1,0,0,5,10,36 - 44 minutes,3,30,4,3,178
Taxi|Bus|Bus,25,30,0.2,0,10,5,10,24 - 36 minutes,3,30,5,1,179
Uber/Lyft|Bus,15,40,0.05,10,0,5,5,38 - 42 minutes,2,30,5,2,179
Uber/Lyft|Bus|Taxi,20,70,0.2,10,0,5,5,56 - 84 minutes,3,30,5,3,179
Taxi,30,40,0.2,10,0,10,5,32 - 48 minutes,1,30,6,1,180
Uber/Lyft|Bus|Uber/Lyft,30,70,0.1,10,5,5,5,63 - 77 minutes,3,30,6,2,180
Bus|Bus,30,70,0.2,5,0,10,10,56 - 84 minutes,2,30,6,3,180
Uber/Lyft|Bus,30,60,0.2,10,0,5,10,48 - 72 minutes,2,31,1,1,181
Bus|Bus|Uber/Lyft,30,70,0.2,0,10,10,10,56 - 84 minutes,3,31,1,2,181
Car|Bus,25,40,0.1,5,10,10,10,36 - 44 minutes,2,31,1,3,181
Bus|Bus,10,70,0.05,5,0,5,5,66 - 74 minutes,2,31,2,1,182
Bus|Bus,10,30,0.1,0,0,10,5,27 - 33 minutes,2,31,2,2,182
Car|Bus|Bus,25,70,0.05,5,10,5,10,66 - 74 minutes,3,31,2,3,182
Uber/Lyft|Bus|Taxi,30,70,0.2,0,10,5,10,56 - 84 minutes,3,31,3,1,183
Car|Bus|Uber/Lyft,20,30,0.05,10,10,5,10,28 - 32 minutes,3,31,3,2,183
Taxi,25,30,0.05,0,5,10,10,28 - 32 minutes,1,31,3,3,183
Taxi|Bus|Taxi,15,30,0.2,5,0,5,5,24 - 36 minutes,3,31,4,1,184
Taxi|Bus,30,70,0.05,10,5,5,10,66 - 74 minutes,2,31,4,2,184
Car|Bus|Uber/Lyft,20,60,0.1,5,5,10,5,54 - 66 minutes,3,31,4,3,184
Car|Bus|Uber/Lyft,20,30,0.1,10,5,5,10,27 - 33 minutes,3,31,5,1,185
Bus|Bus,25,70,0.2,5,5,10,10,56 - 84 minutes,2,31,5,2,185
Car|Bus|Bus,15,50,0.2,0,5,10,5,40 - 60 minutes,3,31,5,3,185
Car|Bus|Taxi,30,40,0.1,5,5,5,5,36 - 44 minutes,3,31,6,1,186
Uber/Lyft|Bus,20,40,0.05,5,10,5,5,38 - 42 minutes,2,31,6,2,186
Car|Bus|Taxi,30,60,0.1,5,5,10,10,54 - 66 minutes,3,31,6,3,186
Bus|Bus|Uber/Lyft,20,60,0.05,10,5,10,10,57 - 63 minutes,3,32,1,1,187
Uber/Lyft|Bus,10,40,0.2,5,5,10,5,32 - 48 minutes,2,32,1,2,187
Uber/Lyft|Bus,20,60,0.2,10,0,5,5,48 - 72 minutes,2,32,1,3,187
Bus|Bus|Taxi,25,60,0.1,10,0,10,10,54 - 66 minutes,3,32,2,1,188
Car|Bus|Uber/Lyft,30,60,0.2,10,10,10,10,48 - 72 minutes,3,32,2,2,188
Car,20,70,0.1,10,5,5,5,63 - 77 minutes,1,32,2,3,188
Bus|Bus|Taxi,25,40,0.1,0,10,5,10,36 - 44 minutes,3,32,3,1,189
Taxi|Bus|Taxi,15,60,0.2,0,5,10,10,48 - 72 minutes,3,32,3,2,189
Bus|Bus|Uber/Lyft,30,30,0.1,0,10,5,10,27 - 33 minutes,3,32,3,3,189
Taxi,30,30,0.1,10,10,5,10,27 - 33 minutes,1,32,4,1,190
Car,10,60,0.05,0,10,5,5,57 - 63 minutes,1,32,4,2,190
Taxi|Bus,20,60,0.2,10,0,5,10,48 - 72 minutes,2,32,4,3,190
Bus|Bus,25,70,0.1,0,5,10,10,63 - 77 minutes,2,32,5,1,191
Taxi|Bus|Bus,15,40,0.1,10,5,10,5,36 - 44 minutes,3,32,5,2,191
Car|Bus|Uber/Lyft,30,30,0.05,0,5,10,10,28 - 32 minutes,3,32,5,3,191
Car,25,40,0.2,5,5,5,10,32 - 48 minutes,1,32,6,1,192
Uber/Lyft|Bus,15,40,0.2,10,5,10,10,32 - 48 minutes,2,32,6,2,192
Taxi|Bus|Uber/Lyft,15,60,0.2,0,5,10,10,48 - 72 minutes,3,32,6,3,192
Bus|Bus|Uber/Lyft,25,70,0.1,10,5,10,10,63 - 77 minutes,3,33,1,1,193
Car,25,60,0.2,5,10,10,5,48 - 72 minutes,1,33,1,2,193
